@relation 'dataset_tajo_m2-weka.filters.unsupervised.attribute.MathExpression-Elog(A + 1) / log(10)-R22'

@attribute LOC numeric
@attribute NSMELLS numeric
@attribute LOC_ADDED numeric
@attribute MAX_LOC_ADDED numeric
@attribute CHURN numeric
@attribute AVG_CHURN numeric
@attribute NR numeric
@attribute NFIX numeric
@attribute FIX_RATE numeric
@attribute NAUTH numeric
@attribute AVG_CHANGE_SET numeric
@attribute MAX_CHANGE_SET numeric
@attribute AVG_ND numeric
@attribute AGE_LAST_CHANGE numeric
@attribute MIN_EXP numeric
@attribute NUM_METHODS numeric
@attribute DIT numeric
@attribute RFC numeric
@attribute FAN_IN numeric
@attribute FAN_OUT numeric
@attribute CC numeric
@attribute BUGGY {no,yes}

@data
1.447158,0.30103,1.724276,1.724276,1.724276,1.724276,0.30103,0,0,0.30103,2.361728,2.361728,1.857332,1.623249,2.531479,0.778151,0.477121,0.477121,0.30103,0.60206,0.778151,no
1.568202,0.30103,1.875061,1.544068,1.939519,1.185542,0.845098,0.30103,0.068186,0.30103,2.046612,2.361728,1.4843,1.623249,2.531479,0.845098,0.477121,0.477121,0.845098,0.477121,0.90309,no
1.414973,0.30103,1.748188,1.653213,1.78533,1.491362,0.477121,0,0,0.30103,2.108903,2.342423,1.454845,2.017033,2.531479,0.778151,0.60206,0.60206,0.60206,0.69897,0.778151,no
1.20412,0.477121,1.591065,1.591065,1.591065,1.591065,0.30103,0,0,0.30103,1.662758,1.662758,1.462398,1.361728,2.531479,0.60206,0.60206,0.60206,0,0.477121,0.60206,no
1.880814,0.30103,2.143015,1.908485,2.176091,1.34811,0.90309,0.30103,0.056905,0.477121,2.409206,2.850646,1.731266,1.176091,2.518514,0.954243,0.30103,1,1.763428,1,1.255273,no
1.740363,0.60206,1.991226,1.623249,2.041393,1.075547,1.041393,0.69897,0.146128,0.477121,2.258158,2.850646,1.603144,1.799341,2.518514,1.079181,0.477121,0.90309,0.845098,0.778151,1.230449,no
1.414973,0.30103,1.875061,1.477121,1.919078,1.240549,0.778151,0.30103,0.079181,0.30103,1.958086,2.342423,1.354108,1.176091,2.531479,0.778151,0.60206,0.60206,0.778151,0.69897,0.845098,no
1.556303,0.30103,1.799341,1.755875,1.799341,1.50515,0.477121,0,0,0.30103,2.297761,2.342423,1.638489,2.017033,2.531479,0.90309,0.60206,0.69897,0.845098,0.845098,0.954243,no
1.255273,0.30103,1.322219,1.146128,1.447158,1.161368,0.477121,0,0,0.30103,1.984527,2.247973,1.423246,2.380211,2.531479,0.69897,0.60206,0,0.60206,0.477121,0.69897,no
1.963788,0.30103,2.133539,2.09691,2.136721,1.665862,0.60206,0.30103,0.123852,0.30103,2.032095,2.342423,1.486714,1.963788,2.531479,1.361728,0.477121,0.60206,0.778151,0.60206,1.361728,no
1.361728,0.477121,1.672098,1.672098,1.672098,1.672098,0.30103,0,0,0.30103,1.50515,1.50515,1.176091,0.845098,2.531479,0.69897,0.477121,0.477121,0.30103,0.477121,0.778151,no
1.39794,0.477121,1.447158,1.079181,1.755875,1.293804,0.60206,0.30103,0.123852,0.30103,2.129271,2.342423,1.49596,2.017033,2.531479,0.778151,0.60206,0.60206,0.69897,0.60206,0.778151,no
1.748188,0.30103,2.093422,1.897627,2.201397,1.43664,0.845098,0.30103,0.068186,0.477121,2.470557,2.850646,1.794697,1.963788,2.518514,1.146128,0.60206,0.778151,0.845098,0.90309,1.146128,no
1.477121,0.477121,1.80618,1.732394,1.845098,1.261263,0.69897,0,0,0.477121,2.582347,2.850646,1.898999,2.440909,2.518514,0.778151,0.30103,0.845098,1.255273,0.954243,0.778151,no
1.462398,0.477121,1.826075,1.662758,1.892095,1.214844,0.778151,0,0,0.477121,2.54382,2.850646,1.859739,2.017033,2.518514,0.845098,0.60206,0.778151,0.845098,0.69897,0.845098,no
1.591065,0.69897,1.939519,1.69897,2.029384,1.106531,1,0.69897,0.158362,0.477121,2.318522,2.850646,1.663795,1.863323,2.518514,0.845098,0.477121,0.845098,0.845098,0.60206,0.90309,no
1.662758,0.477121,1.954243,1.954243,1.954243,1.954243,0.30103,0,0,0.30103,2.342423,2.342423,1.653213,2.017033,2.531479,1.041393,0.60206,0.954243,0.477121,0.778151,1.113943,no
1.079181,0,1.041393,1.041393,1.230449,1.230449,0.30103,0,0,0.30103,2.247973,2.247973,1.623249,2.440909,2.531479,0.477121,0.60206,0.30103,0.60206,0.60206,0.477121,no
1.176091,0.30103,1.740363,1.414973,1.863323,1.113943,0.845098,0,0,0.477121,2.46712,2.850646,1.793581,2.017033,2.518514,0.60206,0.477121,0.477121,0.30103,0.477121,0.60206,no
1.579784,0,1.880814,1.845098,1.939519,1.643453,0.477121,0,0,0.30103,2.093422,2.342423,1.462398,2.017033,2.531479,0.90309,0.60206,0.845098,0.69897,0.69897,0.90309,no
1.653213,0.60206,2.041393,1.812913,2.155336,1.224792,1,0.477121,0.08636,0.69897,2.307966,2.850646,1.646698,1.491362,1.778151,1.041393,0.60206,0.778151,0.845098,0.90309,1.041393,no
1.568202,0.30103,1.819544,1.812913,1.826075,1.531479,0.477121,0.30103,0.176091,0.477121,1.732394,1.869232,1.361728,1.591065,1.778151,0.954243,0.477121,0.69897,0.477121,0.60206,1,no
1.643453,0.30103,1.954243,1.724276,2.025306,1.342423,0.778151,0,0,0.477121,2.54382,2.850646,1.859739,2.017033,2.518514,1.041393,0.477121,0.60206,0.954243,0.778151,1.079181,no
1.653213,0.30103,1.851258,1.799341,1.863323,1.39794,0.60206,0,0,0.30103,2.160378,2.342423,1.518514,2.017033,2.531479,0.90309,0.477121,0.90309,0.845098,0.60206,0.954243,no
1.255273,0,1.724276,1.579784,1.812913,1.139879,0.778151,0,0,0.477121,2.54382,2.850646,1.859739,2.017033,2.518514,0.69897,0.60206,0.60206,0.477121,0.69897,0.69897,no
1.544068,0.477121,1.880814,1.778151,1.954243,1.274158,0.778151,0,0,0.477121,2.54382,2.850646,1.859739,2.017033,2.518514,0.90309,0.60206,0.69897,0.90309,0.845098,0.954243,no
1.431364,0.477121,1.792392,1.633468,1.851258,1.176091,0.778151,0,0,0.477121,2.54382,2.850646,1.859739,2.017033,2.518514,0.778151,0.60206,0.69897,0.845098,0.69897,0.778151,no
1.322219,0.477121,1.653213,1.591065,1.653213,1.361728,0.477121,0.30103,0.176091,0.30103,2.080987,2.342423,1.447158,2.017033,2.531479,0.69897,0.60206,0.60206,0.477121,0.60206,0.69897,no
1.255273,0,0.90309,0.69897,1.462398,1.176091,0.477121,0,0,0.30103,2.108903,2.342423,1.454845,2.017033,2.531479,0.69897,0.60206,0.60206,0.60206,0.60206,0.69897,no
1.886491,0.30103,2.158362,2,2.222716,1.534026,0.778151,0,0,0.477121,2.54382,2.850646,1.859739,2.017033,2.518514,0.845098,0.60206,0.60206,0.90309,0.845098,0.845098,no
1.544068,0.477121,1.875061,1.579784,1.939519,1.070038,0.954243,0.30103,0.053078,0.60206,2.356026,2.850646,1.686904,1.491362,1.792392,0.954243,0.60206,0.69897,0.845098,0.778151,0.954243,no
1.431364,0.60206,1.716003,1.716003,1.716003,1.716003,0.30103,0,0,0.30103,1.113943,1.113943,0.954243,2.100371,1.778151,0.778151,0.477121,0.60206,0.477121,0.60206,0.845098,no
1.50515,0.60206,1.763428,1.763428,1.763428,1.763428,0.30103,0,0,0.30103,1.447158,1.447158,1,2.11059,2.531479,0.845098,0.477121,0.60206,0.477121,0.69897,0.90309,no
1.69897,0.60206,1.908485,1.897627,1.913814,1.618048,0.477121,0.30103,0.176091,0.30103,1.243038,1.447158,0.929419,2.09691,2.531479,1.041393,0.30103,0.778151,0.60206,0.30103,1.113943,no
1.322219,0.477121,1.716003,1.50515,1.763428,1.093422,0.778151,0,0,0.477121,2.54382,2.850646,1.859739,2.017033,2.518514,0.778151,0.477121,0.60206,1.322219,0.477121,0.778151,no
1.361728,0.30103,1.414973,1.30103,1.50515,1.217484,0.477121,0,0,0.30103,2.297761,2.342423,1.638489,2.017033,2.531479,0.69897,0.477121,0.477121,0.778151,0.60206,0.69897,no
2.746634,1.591065,2.950851,2.426511,3.057286,1.78533,1.30103,0.778151,0.100371,0.69897,2.244203,2.951823,1.64914,1.230449,1.778151,1.556303,0.30103,1.255273,1.518514,1.39794,1.880814,no
1.342423,0.30103,2.037426,1.863323,2.217484,1.387923,0.90309,0.30103,0.056905,0.477121,2.537643,2.951823,1.881613,2.267172,2.518514,0.69897,0.477121,0.69897,0,0.778151,0.69897,no
2.071882,0,2.217484,2.178977,2.230449,1.931966,0.477121,0.30103,0.176091,0.30103,1.60206,1.69897,1.322219,1.230449,2.531479,1.255273,0.30103,1.230449,0.69897,1.113943,1.431364,no
1.477121,0,2.068186,1.477121,2.332438,1.157759,1.230449,0.477121,0.053078,0.69897,2.247064,2.951823,1.671543,1.20412,1.792392,0,0.30103,0,0.477121,0,0,no
2.704151,1.278754,3.01536,2.456366,3.117934,1.550228,1.591065,0.845098,0.064458,0.845098,2.078421,2.951823,1.522314,0,1.778151,1.662758,0.30103,1.863323,1.70757,1.380211,2.255273,no
1.851258,0.477121,2.733197,2.285557,2.969416,1.440909,1.556303,0.954243,0.089905,0.69897,2.142045,2.951823,1.535167,1.230449,1.778151,1.176091,0.30103,1.361728,1.812913,1.079181,1.230449,no
1.968483,0.30103,2.324282,1.959041,2.460898,1.434249,1.079181,0.778151,0.161368,0.477121,1.80679,2.361728,1.428459,1,1.792392,0.90309,0.30103,1.531479,0.477121,1,1.278754,no
1.60206,0.477121,2.31597,1.690196,2.541579,1.263636,1.322219,0.477121,0.041393,0.60206,2.302006,2.951823,1.65273,2.004321,2.123852,0.845098,0.30103,0.69897,1.146128,0.90309,0.954243,no
2.227887,0.778151,2.727541,2.103804,2.925828,1.492341,1.462398,0.778151,0.071882,0.778151,2.191535,2.951823,1.571592,0,1.041393,1.39794,0.30103,1.672098,1.278754,1.146128,1.591065,no
2.068186,0.778151,2.556303,2.40654,2.751279,1.680517,1.113943,0.60206,0.09691,0.477121,2.456366,2.951823,1.808414,1.230449,2.518514,1.20412,0.30103,1.568202,1.113943,1,1.30103,no
1.716003,0.69897,1.939519,1.939519,1.973128,1.50515,0.60206,0,0,0.30103,2.014226,2.10721,1.50515,2.269513,2.531479,0.845098,0.30103,1.079181,1.380211,1.30103,0.954243,no
1.50515,0,1.973128,1.716003,2.120574,1.19201,1,0,0,0.60206,2.56017,2.951823,1.872506,2.40654,2.123852,0.477121,0.30103,1.113943,0.477121,0.90309,0.69897,no
1.518514,0,1.763428,1.230449,2.053078,1.128399,1,0,0,0.69897,2.472274,2.951823,1.824646,1.851258,1.778151,0.477121,0.30103,1.113943,0.477121,1,0.69897,no
2.049218,0.60206,2.495544,2.068186,2.672098,1.367915,1.342423,0.69897,0.075547,0.778151,2.269513,2.951823,1.635383,1.851258,1.792392,1.278754,0.30103,1.380211,1.146128,1,1.477121,no
2.060698,0.90309,2.489958,2.290035,2.658965,1.885531,0.845098,0,0,0.477121,2.015653,2.361728,1.539954,1.623249,1.792392,1.278754,0.30103,1.30103,0.30103,0.90309,1.447158,no
2.079181,0.69897,2.264818,2.152288,2.303196,1.830396,0.60206,0,0,0.477121,2.023952,2.361728,1.591065,1.623249,1.792392,1.278754,0.30103,1.447158,0.845098,1.176091,1.380211,no
2.445604,0.845098,2.882525,2.206826,3.062582,1.435048,1.653213,1.113943,0.103804,0.778151,2.082462,2.951823,1.50637,1.591065,1.778151,1.531479,0.30103,1.763428,1.633468,1.176091,1.897627,no
1.897627,0.477121,2.146128,1.838849,2.1959,1.311754,0.954243,0.30103,0.053078,0.60206,2.491544,2.951823,1.836514,1.230449,1.792392,1.176091,0.30103,1.146128,0.60206,0.90309,1.230449,no
2.10721,0.778151,2.561101,2.152288,2.742725,1.577492,1.20412,0.60206,0.079181,0.477121,2.339113,2.951823,1.691347,1.230449,2.518514,1.30103,0.30103,1.556303,0.845098,1.113943,1.491362,no
1.819544,0.778151,2.113943,1.968483,2.181844,1.417804,0.845098,0,0,0.60206,2.676849,2.951823,1.973128,2.481443,2.123852,1.176091,0.30103,0.954243,0.778151,0.69897,1.20412,no
2.0086,0.845098,2.392697,1.643453,2.537819,1.260071,1.322219,0.778151,0.09691,0.60206,2.268812,2.951823,1.631951,1.78533,1.041393,0.60206,0.30103,1.60206,0.477121,0.90309,1.556303,no
2.045323,0.778151,2.318063,2.103804,2.423246,1.481872,1,0.30103,0.045323,0.69897,2.526766,2.951823,1.840921,1.851258,1.792392,1.176091,0.30103,1.431364,0.69897,1,1.447158,no
2.322219,0.778151,2.728354,2.380211,2.903633,1.73504,1.20412,0.60206,0.079181,0.60206,2.349608,2.951823,1.703549,1.230449,2.123852,1.414973,0.30103,1.544068,1.113943,1.079181,1.778151,no
2.247973,0.90309,2.514548,2.130334,2.624282,1.491362,1.176091,0.477121,0.056905,0.60206,2.346627,2.951823,1.745387,0.30103,1.792392,1.462398,0.30103,1.672098,1.414973,1.278754,1.653213,no
2.170262,0.69897,2.592177,2.225309,2.765669,1.478566,1.322219,0.60206,0.060698,0.778151,2.268578,2.951823,1.625312,1.690196,1.778151,1.322219,0.30103,1.50515,1.322219,1.146128,1.612784,no
1.431364,0.30103,1.851258,1.591065,1.954243,1.137037,0.90309,0.30103,0.056905,0.477121,2.645422,2.951823,1.960423,2.269513,2.518514,0.30103,0.30103,0.845098,0,0.90309,0.60206,no
2.804821,1.462398,3.108565,2.592177,3.242293,1.850279,1.414973,0.90309,0.10721,0.60206,1.529943,2.361728,1.224274,1.113943,1.792392,1.653213,0.477121,2.127105,0.30103,1.755875,2.214844,yes
1.982271,0.60206,2.283301,2.187521,2.340444,1.649335,0.778151,0.477121,0.146128,0.60206,1.764923,2.361728,1.354108,1.623249,1.792392,0.90309,0.30103,1.322219,0.477121,0.778151,1.146128,no
2.029384,1.146128,2.348305,2.230449,2.488551,1.545431,1,0.30103,0.045323,0.60206,1.79393,2.361728,1.335859,1.477121,1.792392,0.778151,0.30103,1.176091,0.477121,1.20412,1.69897,no
2.92993,1.491362,3.195346,2.672098,3.321805,1.696968,1.643453,0.90309,0.064458,0.778151,2.016824,2.951823,1.491081,1.176091,1.778151,1.146128,0.477121,1.544068,0.69897,1.255273,1.39794,no
1.491362,0,1.929419,1.740363,2.025306,1.267172,0.845098,0.30103,0.068186,0.60206,2.584139,2.951823,1.910251,1.633468,1.778151,0.778151,0.477121,0.778151,0.477121,0.778151,0.778151,no
1.380211,0,1.819544,1.70757,1.913814,1.235528,0.778151,0,0,0.477121,2.671913,2.951823,2.004321,2.369216,2.518514,0.778151,0.30103,0.60206,0,0.69897,0.778151,no
3.202488,2.158362,3.543323,2.951823,3.698014,2.42083,1.30103,0.845098,0.120574,0.60206,1.668665,2.361728,1.305566,1.230449,1.792392,1.851258,0.477121,2.267172,0.778151,1.748188,2.472756,no
2.432969,1.380211,3.24279,2.947924,3.493458,2.453456,1.079181,0.60206,0.103804,0.60206,1.736795,2.361728,1.361728,1.556303,1.792392,1,0.60206,1.491362,0.69897,1.322219,1.755875,no
2.531479,0.778151,2.641474,2.287802,2.781037,1.675595,1.146128,0.477121,0.060698,0.60206,2.368789,2.951823,1.768564,1.230449,1.792392,1.623249,0.30103,1.792392,0.477121,1.447158,2,no
2.311754,1.342423,2.774517,2.267172,2.953276,2.0029,1,0.477121,0.08636,0.60206,1.631241,2.361728,1.25261,1.623249,1.792392,0.954243,0.60206,1.531479,0.30103,0.845098,1.643453,no
1.653213,0,1.924279,1.819544,1.986772,1.39794,0.69897,0.60206,0.243038,0.30103,1.846646,2.361728,1.414973,0,2.531479,0.778151,0.477121,1.113943,0,0.60206,1.079181,no
1.60206,0,1.863323,1.832509,1.913814,1.618048,0.477121,0,0,0.30103,2.091667,2.361728,1.607455,1.623249,2.531479,0.778151,0.477121,0.60206,0,0.477121,0.778151,no
2.176091,0.60206,2.290035,2.264818,2.30103,2.002166,0.477121,0.30103,0.176091,0.477121,1.290035,1.477121,1.021189,0.30103,1.778151,1.146128,0.30103,1.544068,0.30103,0.954243,1.612784,no
1.968483,0,2.161368,2.127105,2.198657,1.900367,0.477121,0,0,0.30103,2.091667,2.361728,1.607455,1.623249,2.531479,0.778151,0.477121,1.39794,0,0.954243,1.230449,no
1.919078,0.30103,2.187521,2.136721,2.287802,1.692406,0.69897,0.30103,0.09691,0.30103,2.006466,2.361728,1.571126,1.623249,2.531479,0.845098,0.477121,1.568202,0.30103,1.113943,1.255273,no
1.924279,0.477121,2.089905,2.068186,2.11059,1.812913,0.477121,0.30103,0.176091,0.477121,0.929419,1.041393,0.740363,0.477121,1.778151,0.778151,0.60206,1.041393,0,0.60206,1.041393,no
1.380211,0,1.740363,1.716003,1.792392,1.498311,0.477121,0,0,0.30103,2.091667,2.361728,1.607455,1.623249,2.531479,0.778151,0.477121,0.60206,0,0.477121,0.778151,no
1.50515,0,1.763428,1.763428,1.763428,1.763428,0.30103,0,0,0.30103,1.041393,1.041393,0.778151,1.30103,2.531479,0.778151,0.477121,0.845098,0,0.60206,0.845098,no
1.845098,0.30103,2.071882,1.869232,2.130334,1.537819,0.69897,0,0,0.477121,1.834103,2.361728,1.380211,1.30103,1.778151,0.845098,0.477121,0.845098,0.30103,0.60206,0.90309,no
1.39794,0,1.690196,1.690196,1.690196,1.690196,0.30103,0,0,0.30103,2.361728,2.361728,1.857332,1.623249,2.531479,0.778151,0.477121,0.60206,0,0.60206,0.845098,no
1.361728,0.477121,1.380211,1.380211,1.556303,1.556303,0.30103,0,0,0.30103,2.361728,2.361728,1.857332,1.623249,2.531479,0.69897,0.30103,0.477121,0,0.30103,0.69897,no
1.556303,0,1.792392,1.792392,1.792392,1.792392,0.30103,0,0,0.30103,2.361728,2.361728,1.857332,1.623249,2.531479,0.778151,0.477121,1,0,0.69897,0.954243,no
2.222716,0.90309,2.423246,2.419956,2.423246,2.123852,0.477121,0,0,0.30103,2.139879,2.361728,1.703291,1.361728,2.531479,1.146128,0.30103,1.39794,0.30103,0.778151,1.716003,no
1.50515,0,1.763428,1.763428,1.763428,1.763428,0.30103,0,0,0.30103,1.041393,1.041393,0.778151,1.30103,2.531479,0.778151,0.477121,0.90309,0,0.60206,0.845098,no
2.608526,1.146128,3.267172,2.574031,3.505964,1.735759,1.78533,1.079181,0.071882,0.845098,1.906443,2.951823,1.379306,0.30103,1.778151,1.278754,0.30103,2,0.477121,1.70757,1.954243,yes
1.176091,0,1.20412,1.20412,1.447158,1.447158,0.30103,0,0,0.30103,2.361728,2.361728,1.857332,1.623249,2.531479,0.60206,0.477121,0.30103,0.30103,0.30103,0.60206,no
1.929419,0,2.136721,2.09691,2.184691,1.886491,0.477121,0,0,0.30103,2.091667,2.361728,1.607455,1.623249,2.531479,1.079181,0.30103,1.146128,1.146128,0.845098,1.342423,no
1.447158,0,1.724276,1.724276,1.724276,1.724276,0.30103,0,0,0.30103,2.361728,2.361728,1.857332,1.623249,2.531479,0.778151,0.477121,0.69897,0.30103,0.60206,0.845098,no
1.380211,0,1.740363,1.716003,1.78533,1.491362,0.477121,0,0,0.30103,2.091667,2.361728,1.607455,1.623249,2.531479,0.778151,0.477121,0.477121,0.30103,0.477121,0.778151,no
1.799341,0,2.068186,1.778151,2.139879,1.210051,1,0.60206,0.123852,0.60206,2.434745,2.951823,1.802363,0.90309,1.778151,1.079181,0.30103,1.113943,0.69897,0.60206,1.146128,no
2.20412,0.60206,2.294466,2.287802,2.30103,2.002166,0.477121,0,0,0.30103,1.4843,1.643453,1.322219,1.176091,2.531479,0.845098,0.30103,1.041393,0.30103,0.60206,1.851258,no
2.547775,0.69897,2.692847,2.583199,2.744293,2.048442,0.778151,0,0,0.60206,1.158362,1.612784,0.880814,1.30103,1.778151,1.079181,0.30103,1.799341,0.477121,1.113943,1.724276,no
2.800029,1,3.142389,2.436163,3.283979,1.680154,1.623249,0.69897,0.041393,0.778151,2.036269,2.951823,1.481299,0.90309,1.778151,1.672098,0.30103,1.908485,1.612784,1.662758,1.944483,yes
2.155336,0.60206,2.429752,2.120574,2.545307,1.516139,1.079181,0.778151,0.161368,0.477121,2.187267,3.088136,1.51375,0,1.886491,0.90309,0.30103,1.633468,0.30103,1.176091,1.431364,no
1.716003,0.30103,1.90309,1.90309,1.90309,1.90309,0.30103,0,0,0.30103,1.662758,1.662758,1.462398,1.361728,2.531479,0.845098,0.477121,0.90309,0.477121,0.845098,0.954243,no
2.1959,0,2.374748,2.178977,2.423246,1.531479,0.954243,0.477121,0.09691,0.69897,1.584105,2.10721,1.255273,1.361728,1.778151,1.113943,0.477121,1.39794,0.60206,1.342423,1.477121,no
2.955688,1,3.054613,3.053078,3.054996,2.454082,0.69897,0,0,0.477121,1.893484,2.361728,1.480725,1.176091,1.778151,2.290035,0.30103,1.414973,0.778151,1.113943,2.564666,no
2.068186,0.30103,2.247973,2.206826,2.269513,1.674402,0.69897,0.30103,0.09691,0.477121,1.993436,2.361728,1.559308,1.623249,1.778151,1.39794,0.30103,1.20412,0.477121,1,1.50515,no
1.342423,0.30103,1.70757,1.447158,1.770852,0.968016,0.90309,0.477121,0.11059,0.60206,2.646404,2.951823,1.953566,2.481443,2.123852,0.477121,0.30103,0.477121,0,0,0.69897,no
2.103804,0.90309,2.298853,2.217484,2.334454,1.396025,1,0.477121,0.08636,0.60206,2.571837,2.951823,1.890868,1.230449,1.886491,1.230449,0.30103,1.255273,0.477121,0.69897,1.556303,no
1.672098,0.30103,1.959041,1.799341,2.004321,1.130334,0.954243,0.30103,0.053078,0.60206,2.619093,2.951823,1.930694,1.934498,1.886491,1,0.30103,0.778151,0.477121,0.477121,1.079181,no
2.540329,1.361728,2.870989,2.488551,2.986324,1.240799,1.778151,1.342423,0.133539,0.845098,1.849051,2.951823,1.338058,0,1.778151,1.579784,0.477121,1.623249,1.39794,0.954243,1.653213,no
1.995635,0.30103,2.184691,2.130334,2.230449,1.400365,0.90309,0.30103,0.056905,0.477121,2.130784,2.786751,1.499275,0,1.886491,1.230449,0.477121,0.778151,0.60206,1,1.414973,no
2.09691,0,2.276462,2.214844,2.324282,1.435367,0.954243,0.477121,0.09691,0.477121,2.070038,2.786751,1.453012,0,1.886491,1.230449,0.477121,1.30103,0.778151,0.954243,1.39794,no
2.113943,0,2.472756,2.240549,2.614897,1.624282,1.041393,0.30103,0.041393,0.477121,2.021189,2.786751,1.444045,0,1.886491,1.342423,0.477121,0.845098,1.491362,0.954243,1.612784,no
2.053078,0,2.404834,2.10721,2.537819,1.327155,1.255273,0.69897,0.093422,0.69897,2.344156,2.951823,1.68601,0,1.778151,1.30103,0.477121,1.230449,0.778151,0.954243,1.477121,no
2.30963,0.845098,2.444045,2.184691,2.463893,1.477121,1.041393,0.69897,0.146128,0.69897,1.419956,1.799341,1.041393,0,0.30103,1.518514,0.477121,1.70757,0.30103,1.230449,1.799341,no
2.143015,0.30103,2.968016,2.662758,3.219585,1.811106,1.431364,0.69897,0.060698,0.69897,2.204527,2.951823,1.552547,0,1.886491,1.556303,0.30103,1.079181,2,1.146128,1.812913,no
2.511883,0.69897,2.802774,1.838849,2.943495,1.320769,1.653213,1.113943,0.103804,0.778151,2.016741,2.951823,1.424718,0,1.778151,1.653213,0.30103,1.819544,1.845098,1.431364,2.113943,no
2.424882,0,2.593286,2.447158,2.673942,1.604766,1.113943,0.60206,0.09691,0.477121,1.950997,2.786751,1.358506,0,1.886491,1.39794,0.60206,1.380211,1.041393,1.20412,1.954243,no
2.40824,0.30103,2.565848,2.434569,2.638489,1.50515,1.176091,0.60206,0.082785,0.477121,1.977083,2.786751,1.37767,0,1.886491,1.361728,0.60206,1.322219,1.176091,1.176091,1.934498,no
2,0,2.303196,2.143015,2.426511,1.485153,1,0.60206,0.123852,0.477121,2.032981,2.786751,1.434888,0,1.886491,1.146128,0.477121,1,0.778151,1,1.322219,no
2.41162,0,2.559907,2.431364,2.62634,1.558349,1.113943,0.60206,0.09691,0.477121,1.950997,2.786751,1.358506,0,1.886491,1.361728,0.60206,1.431364,0.778151,1.255273,1.934498,no
2.416641,0.30103,2.558709,2.439333,2.620136,1.552303,1.113943,0.60206,0.09691,0.477121,1.950997,2.786751,1.358506,0,1.886491,1.380211,0.60206,1.414973,1.113943,1.20412,1.939519,no
2.428135,0,2.570543,2.448706,2.631444,1.529559,1.146128,0.60206,0.089905,0.477121,1.94939,2.786751,1.364551,0,1.886491,1.39794,0.60206,1.39794,1.176091,1.20412,1.954243,no
2.570543,1.255273,2.643453,2.638489,2.64836,2.173186,0.60206,0,0,0.30103,1.522835,1.799341,1.090963,0,2.531479,1.342423,0.477121,1.60206,0.954243,1.146128,2.10721,no
2.089905,0.30103,2.418301,1.924279,2.542825,1.207634,1.380211,0.845098,0.100371,0.69897,2.229118,2.951823,1.59151,0,1.041393,1.491362,0.477121,0.477121,1.361728,0.69897,1.518514,no
1.113943,0,1.819544,1.30103,1.963788,0.96708,1.079181,0.60206,0.103804,0.60206,2.499934,2.951823,1.822495,1.973128,1.886491,0.845098,0.477121,0,0.845098,0.60206,0.845098,no
1.591065,0,1.908485,1.908485,1.908485,1.908485,0.30103,0,0,0.30103,1.929419,1.929419,1.431364,2.320146,2.531479,0.90309,0.477121,0.778151,0.477121,0.954243,0.90309,no
1.869232,0.60206,2.227887,2.227887,2.227887,2.227887,0.30103,0,0,0.30103,1.929419,1.929419,1.431364,2.320146,2.531479,1.146128,0.69897,0.90309,0.69897,0.845098,1.255273,no
3.015779,1.255273,3.165541,3.165541,3.165541,3.165541,0.30103,0,0,0.30103,1.929419,1.929419,1.431364,2.320146,2.531479,1.431364,1,2.053078,0.69897,1.322219,2.369216,no
2.469822,1.113943,2.662758,2.662758,2.662758,2.662758,0.30103,0,0,0.30103,1.929419,1.929419,1.431364,2.320146,2.531479,1.342423,0.30103,1.60206,0.69897,0.60206,2.041393,no
1.672098,0,1.919078,1.913814,1.963788,1.667453,0.477121,0,0,0.477121,1.832509,1.929419,1.322219,1.973128,1.886491,0.954243,0.477121,0.90309,0.778151,0.69897,1.079181,no
1.799341,0.778151,1.963788,1.963788,1.963788,1.963788,0.30103,0,0,0.30103,1.929419,1.929419,1.431364,2.320146,2.531479,0.90309,0.30103,1.255273,0.69897,0.954243,1.113943,no
2.033424,0,2.298853,2.167317,2.392697,1.299289,1.146128,0.60206,0.089905,0.477121,1.99189,2.786751,1.391288,0,1.886491,1.278754,0.477121,1.146128,1.113943,1.041393,1.50515,no
2.167317,0.69897,2.311754,2.133539,2.332438,1.443263,0.954243,0.60206,0.139879,0.60206,1.475381,1.799341,1.079181,0,1.778151,1.447158,0.477121,1.447158,0.69897,1.176091,1.653213,no
2.285557,0.30103,2.465383,2.149219,2.521138,1.391641,1.176091,0.845098,0.155336,0.69897,1.387923,1.799341,1.052694,0,0.30103,1.544068,0.477121,1.568202,0.778151,1.041393,1.732394,no
1.770852,0.30103,1.991226,1.991226,2.033424,1.736397,0.477121,0,0,0.30103,2.130334,2.143015,1.618048,2.356026,2.531479,1.041393,0.30103,1.176091,0.954243,0.60206,1.176091,no
1.322219,0,1.80618,1.447158,1.908485,1.094471,0.90309,0,0,0.60206,2.650589,2.951823,1.959709,2.424882,2.123852,0.477121,0.30103,0.69897,0.477121,0.778151,0.60206,no
1.623249,0.60206,1.892095,1.851258,1.929419,1.25042,0.778151,0,0,0.30103,1.597695,2.10721,1.158362,2.11059,2.531479,0.845098,0.30103,1.079181,0.69897,1.041393,0.954243,no
1.568202,0,1.851258,1.812913,1.892095,1.306425,0.69897,0,0,0.30103,2.332943,2.786751,1.696793,2.40654,2.531479,0.477121,0.30103,1.230449,0.477121,0.90309,0.845098,no
